// 11/02/2020 13:19:54
// AntennaIDs=1,2,3,4, InventoryMode=Dual_Target, ModeIndex=1000, Population=32, PowerIndex=81, Session=1, ReaderName=192.168.0.10
// Timestamp, EPC, Antenna, RSSI, Channel, Address
1581414833729016,3005FB63AC1F3681EC881316,2,-62,865.7,192.168.0.10
1581414833730114,2005FB63EAC13681E4EC0F4B,2,-60,865.7,192.168.0.10
1581414833746730,2005FB63EAC13681E4EC0F4C,2,-67,865.7,192.168.0.10
1581414833769459,2005FB63EAC13681E4EC0F4B,2,-60,865.7,192.168.0.10
1581414833771229,3005FB63AC1F3681EC881316,2,-63,865.7,192.168.0.10
1581414833781616,2005FB63EAC13681E4EC0F4C,2,-67,865.7,192.168.0.10
1581414833996962,2005FB63EAC13681E4EC0F4B,2,-60,865.7,192.168.0.10
1581414833999144,3005FB63AC1F3681EC881316,2,-63,865.7,192.168.0.10
1581414834018321,2005FB63EAC13681E4EC0F4C,2,-67,865.7,192.168.0.10
1581414834036245,3005FB63AC1F3681EC881316,2,-63,865.7,192.168.0.10
1581414834037343,2005FB63EAC13681E4EC0F4B,2,-59.5,865.7,192.168.0.10
1581414834059919,2005FB63EAC13681E4EC0F4C,2,-66,865.7,192.168.0.10
1581414834103550,3005FB63AC1F3681EC88155C,3,-69,865.7,192.168.0.10
1581414834116504,1007FB63AC1F3681EC880468,3,-71,865.7,192.168.0.10
1581414834150437,1007FB63AC1F3681EC880468,3,-71,865.7,192.168.0.10
1581414834163364,3005FB63AC1F3681EC88155C,3,-69,865.7,192.168.0.10
1581414834223007,E2806890000000001834498A,4,-74.5,865.7,192.168.0.10
1581414834334795,3005FB63AC1F3681EC881316,2,-62.5,865.7,192.168.0.10
1581414834338155,2005FB63EAC13681E4EC0F4B,2,-59,865.7,192.168.0.10
1581414834341071,3005FB63AC1F3681EC880468,2,-61,865.7,192.168.0.10
1581414834359904,2005FB63EAC13681E4EC0F4C,2,-67,865.7,192.168.0.10
1581414834369695,0000FB63AC1F3681EC880468,2,-64,865.7,192.168.0.10
1581414834386304,3005FB63AC1F3681EC880468,2,-61,865.7,192.168.0.10
1581414834388117,2005FB63EAC13681E4EC0F4B,2,-59,865.7,192.168.0.10
1581414834394587,3005FB63AC1F3681EC881316,2,-62.5,865.7,192.168.0.10
1581414834432947,2005FB63EAC13681E5C6027B,3,-62,865.7,192.168.0.10
1581414834461007,3005FB63AC1F3681EC88155C,3,-67.5,865.7,192.168.0.10
1581414834481192,2005FB63EAC13681E5C6027B,3,-62,865.7,192.168.0.10
1581414834504390,3005FB63AC1F3681EC88155C,3,-66.5,865.7,192.168.0.10
1581414834665311,1007FB63AC1F3681EC880468,2,-65.5,865.7,192.168.0.10
1581414834682893,0000FB63AC1F3681EC880468,2,-58.5,865.7,192.168.0.10
1581414834701774,1007FB63AC1F3681EC880468,2,-64.5,865.7,192.168.0.10
1581414834733239,2005FB63EAC13681E5C6027B,3,-61,865.7,192.168.0.10
1581414834740639,0000FB63AC1F3681EC880468,3,-62.5,865.7,192.168.0.10
1581414834743450,3005FB63AC1F3681EC88155C,3,-60,865.7,192.168.0.10
1581414834756131,2005FB63EAC13681E5C602E8,3,-65.5,865.7,192.168.0.10
1581414834765834,3005FB63AC1F3681EC8815B9,3,-65,865.7,192.168.0.10
1581414834777503,1007FB63AC1F3681EC880468,3,-63.5,865.7,192.168.0.10
1581414834784439,0000FB63AC1F3681EC880468,3,-62.5,865.7,192.168.0.10
1581414834788077,2005FB63EAC13681E5C6027B,3,-60.5,865.7,192.168.0.10
1581414834789608,3005FB63AC1F3681EC88155C,3,-60.5,865.7,192.168.0.10
1581414834807795,2005FB63EAC13681E5C602E8,3,-65.5,865.7,192.168.0.10
1581414834819377,3005FB63AC1F3681EC8815B9,3,-64.5,865.7,192.168.0.10
1581414834968587,2005FB63EAC13681E4EC0F4B,2,-63,865.7,192.168.0.10
1581414834973678,7336CEF1C1FE3682DEA1004A,2,-62.5,865.7,192.168.0.10
1581414834986017,90144BC1F1CE3681EA880811,2,-65,865.7,192.168.0.10
1581414834998188,7336CEF1C1FE3682DEA1004A,2,-62.5,865.7,192.168.0.10
1581414835001388,2005FB63EAC13681E4EC0F4B,2,-62.5,865.7,192.168.0.10
1581414835009974,90144BC1F1CE3681EA880811,2,-64.5,865.7,192.168.0.10
1581414835037493,2005FB63EAC13681E5C6027B,3,-61,865.7,192.168.0.10
1581414835061641,3005FB63AC1F3681EC880468,3,-66,865.7,192.168.0.10
1581414835071185,0000FB63AC1F3681EC880468,3,-67.5,865.7,192.168.0.10
1581414835080979,3005FB63AC1F3681EC880468,3,-68.5,865.7,192.168.0.10
1581414835090521,2005FB63EAC13681E5C6027B,3,-61.5,865.7,192.168.0.10
1581414835106955,3005FB63AC1F3681EC880468,3,-65.5,865.7,192.168.0.10
1581414835116537,0000FB63AC1F3681EC880468,3,-68,865.7,192.168.0.10
1581414835273532,2005FB63EAC13681E4EC0F4B,2,-62,865.7,192.168.0.10
