// 11/02/2020 14:46:55
// AntennaIDs=1,2,3,4, InventoryMode=Dual_Target, ModeIndex=1000, Population=32, PowerIndex=81, Session=1, ReaderName=192.168.0.10
// Timestamp, EPC, Antenna, RSSI, Channel, Address
1581420054467762,90134BC1F1CE3781AEA1000B,3,-67,865.7,192.168.0.10
1581420054480717,3005FB63AC1F3681EC8814A8,3,-63,865.7,192.168.0.10
1581420054495124,1532FB63AC1F3681EC880468,3,-66,865.7,192.168.0.10
1581420054518374,3005FB63AC1F3681EC8814A8,3,-63.5,865.7,192.168.0.10
1581420054526077,90134BC1F1CE3781AEA1000B,3,-66.5,865.7,192.168.0.10
1581420054751267,90134BC1F1CE3781AEA1000B,3,-66,865.7,192.168.0.10
1581420054773149,1532FB63AC1F3681EC880468,3,-65.5,865.7,192.168.0.10
1581420054813501,1532FB63AC1F3681EC880468,3,-65,865.7,192.168.0.10
1581420054825057,90134BC1F1CE3781AEA1000B,3,-66,865.7,192.168.0.10
1581420055053296,1532FB63AC1F3681EC880468,3,-66.5,865.7,192.168.0.10
1581420055093901,1532FB63AC1F3681EC880468,3,-68,865.7,192.168.0.10
1581420055257670,0000FB63AC1F3681EC880468,2,-67.5,865.7,192.168.0.10
1581420055298130,0000FB63AC1F3681EC880468,2,-67.5,865.7,192.168.0.10
1581420055340086,3005FB63AC1F3681EC8814A8,3,-63,865.7,192.168.0.10
1581420055368544,3005FB63AC1F3681EC8814A8,3,-62,865.7,192.168.0.10
1581420055552364,3005FB63AC1F3681EC8812DB,2,-66.5,865.7,192.168.0.10
1581420055597611,3005FB63AC1F3681EC8812DB,2,-67,865.7,192.168.0.10
1581420055642827,90134BC1F1CE3781AEA1000B,3,-66,865.7,192.168.0.10
1581420055652407,1532FB63AC1F3681EC880468,3,-65,865.7,192.168.0.10
1581420055665409,3005FB63AC1F3681EC8814A8,3,-63,865.7,192.168.0.10
1581420055688568,90134BC1F1CE3781AEA1000B,3,-65.5,865.7,192.168.0.10
