1007CEA7AC1F3681EAC5106D15,2,-66.0,-62.0,-64.0,1581422578007262,1581422578092194,84932,-0.03125,2,0,0,0,1
1007CEA7AC1F3681EAC5106D1516,2,-59.0,-57.5,-58.25,1581422089897767,1581422089963488,65721,-0.012875536480686695,2,0,0,0,1
1007CEA7AC1F3681EAC5106D17,10,-66.5,-59.5,-62.95,1581422399674506,1581422405261641,5587135,-0.033407054558877027,10,0,0,0,1
1007CEA7AC1F3681EAC5106D18,1,-65.0,-65.0,-65.0,1581421166877996,1581421166877996,0,-0.0,0,1,0,0,1
1007CEA7AC1F3681EAC5106D1819,2,-62.0,-60.5,-61.25,1581421595360382,1581421595392241,31859,-0.012244897959183673,0,2,0,0,1
1007CEA7AC1F3681EAC5106D51,7,-66.5,-48.5,-58.57142857142857,1581421034387374,1581421037220379,2833005,-0.1243304495212969,6,1,0,0,0
1007CEA7AC1F3681EAC5106D52,13,-63.0,-52.0,-58.61538461538461,1581420810659230,1581420812942677,2283447,-0.05679549870966509,9,3,1,0,0
1007CEA7AC1F3681EAC5106D53,7,-63.5,-47.5,-55.42857142857143,1581420837310711,1581420839061223,1750512,-0.10546560549283569,6,0,1,0,0
1007CEA7AC1F3681EAC5106D54,7,-62.5,-45.5,-52.642857142857146,1581420275336706,1581420277195310,1858604,-0.11607233328602018,5,0,2,0,0
1007CEA7AC1F3681EAC5106D55,8,-67.0,-59.5,-61.6875,1581420319811765,1581420322715338,2903573,-0.049954581704644584,6,2,0,0,0
1007CEA7AC1F3681EAC5106D56,14,-62.0,-46.5,-56.892857142857146,1581420056909313,1581420059476789,2567476,-0.09425607349334988,8,3,3,0,0
1007CEA7AC1F3681EAC5106D57,8,-62.5,-56.5,-60.3125,1581419628506016,1581419631657733,3151717,-0.028699238184717573,5,1,2,0,0
1007CEA7AC1F3681EAC5106D58,6,-63.5,-58.0,-60.25,1581419943361641,1581419948344005,4982364,-0.0370357616569734,4,2,0,0,0
1007CEA7AC1F3681EAC5106D59,15,-64.0,-55.5,-60.733333333333334,1581419721133764,1581419725277967,4144203,-0.03318598563738962,10,1,4,0,0
1007CEA7AC1F3681EAC5106D60,8,-60.5,-52.0,-56.3125,1581414837933463,1581414840351806,2418343,-0.05579275794697805,8,0,0,0,0
1007CEA7AC1F3681EAC5106D61,9,-66.5,-57.0,-62.22222222222222,1581415100244906,1581415103340849,3095943,-0.04911525906955381,0,2,4,3,0
1007CEA7AC1F3681EAC5106D62,6,-62.0,-54.0,-57.5,1581414975737754,1581414976909214,1171460,-0.05168856376848408,4,2,0,0,0
1007CEA7AC1F3681EAC5106D63,16,-62.5,-47.0,-56.75,1581414649085127,1581414652375266,3290139,-0.07391172570732386,6,0,4,6,0
1007CEA7AC1F3681EAC5106D64,20,-67.0,-59.5,-62.65,1581414258862848,1581414264963247,6100399,-0.03543172047952611,2,10,0,8,0
1007CEA7AC1F3681EAC5106D65,12,-63.0,-51.5,-56.5,1581414486180731,1581414488768055,2587324,-0.06592771869801478,6,1,1,4,0
1007CEA7AC1F3681EAC5106D66,20,-66.0,-61.0,-62.9,1581421567060095,1581421573211197,6151102,-0.025462030807705826,0,10,10,0,1
1007CEA7AC1F3681EAC5106D89,10,-62.0,-47.5,-58.05,1581427936183431,1581427937929981,1746550,-0.07669675493362187,6,2,2,0,0
1007CEA7AC1F3681EAC5106D90,4,-64.5,-57.0,-61.125,1581427894776226,1581427896137904,1361678,-0.05249692291612857,2,2,0,0,0
1007CEA7AC1F3681EAC5106D91,7,-65.0,-52.5,-60.07142857142857,1581427914776448,1581427917610723,2834275,-0.07659987352393059,2,2,3,0,0
1007CEA7AC1F3681EAC5106D92,1,-62.0,-62.0,-62.0,1581427645746378,1581427645746378,0,-0.0,0,1,0,0,0
1007CEA7AC1F3681EAC5106D94,10,-61.5,-57.5,-59.1,1581427602547112,1581427604440010,1892898,-0.018841842175397704,4,6,0,0,0
1007CEA7AC1F3681EAC5106D95,10,-61.5,-53.5,-56.75,1581426661293145,1581426663559126,2265981,-0.04248304299996897,4,2,4,0,0
1007CEA7AC1F3681EAC5106D96,10,-61.5,-52.5,-56.5,1581426504060595,1581426506707430,2646835,-0.054695706691548475,4,6,0,0,0
1007CEA7AC1F3681EAC5106D98,2,-56.5,-55.5,-56.0,1581429620118063,1581429620255335,137272,-0.008928571428571428,2,0,0,0,0
1007CEA7AC1F3681EAC5106D99,7,-64.0,-53.0,-58.714285714285715,1581426704165444,1581426705325395,1159951,-0.06271994527810336,0,5,2,0,0
1007CEA7AC1F3681EC88046817,1,-63.5,-63.5,-63.5,1581422403234857,1581422403234857,0,-0.0,1,0,0,0,1
1007CEA7AC1F3681EC88046851,6,-63.0,-51.5,-58.916666666666664,1581421036889837,1581421038270989,1381152,-0.08618725734982813,3,0,3,0,0
1007CEA7AC1F3681EC88046852,8,-64.5,-52.0,-58.5625,1581420811032096,1581420812886714,1854618,-0.0623671305600298,6,0,2,0,0
1007CEA7AC1F3681EC88046853,10,-64.5,-50.0,-60.45,1581420838370800,1581420840131084,1760284,-0.07789525916419847,4,2,4,0,0
1007CEA7AC1F3681EC88046854,11,-65.0,-51.0,-58.45454545454545,1581420274058264,1581420277176725,3118461,-0.07706532181528677,6,2,3,0,0
1007CEA7AC1F3681EC88046855,9,-66.0,-60.5,-62.55555555555556,1581420320498493,1581420322193568,1695075,-0.024835046987761213,3,4,2,0,0
1007CEA7AC1F3681EC88046856,11,-64.5,-47.5,-56.0,1581420057427559,1581420060657827,3230268,-0.09593730076034014,6,1,4,0,0
1007CEA7AC1F3681EC88046858,13,-65.5,-59.0,-62.07692307692308,1581419943374948,1581419947077338,3702390,-0.03156812689679553,11,2,0,0,0
1007CEA7AC1F3681EC88046859,3,-62.5,-60.5,-61.833333333333336,1581419723920580,1581419725303324,1382744,-0.015247585578146577,0,1,2,0,0
1007CEA7AC1F3681EC88046860,14,-66.0,-54.5,-61.214285714285715,1581414837395475,1581414840627816,3232341,-0.05830804083383424,4,2,8,0,0
1007CEA7AC1F3681EC88046861,6,-66.5,-62.0,-63.5,1581415101377680,1581415103144332,1766652,-0.024055515459085776,0,3,1,2,0
1007CEA7AC1F3681EC88046862,21,-68.0,-58.0,-63.023809523809526,1581414973053076,1581414977527151,4474075,-0.03936234613564368,0,10,8,3,0
1007CEA7AC1F3681EC88046863,23,-65.5,-58.5,-61.630434782608695,1581414647580793,1581414651809527,4228734,-0.028328709707599667,4,5,9,5,0
1007CEA7AC1F3681EC88046864,9,-68.0,-61.5,-63.5,1581414258969799,1581414263359476,4389677,-0.030155184496262616,1,6,0,2,0
1007CEA7AC1F3681EC88046865,21,-67.0,-55.5,-63.26190476190476,1581414485111275,1581414488743487,3632212,-0.051777116836953525,2,6,7,6,0
1007CEA7AC1F3681EC88046866,3,-68.5,-67.5,-67.83333333333333,1581421569650054,1581421573295729,3645675,-0.006949452394953784,0,0,3,0,1
1007CEA7AC1F3681EC88046889,5,-63.0,-57.0,-61.0,1581427937432973,1581427938411502,978529,-0.039138807823978106,0,2,3,0,0
1007CEA7AC1F3681EC88046891,6,-69.5,-56.5,-63.583333333333336,1581427914056320,1581427917382318,3325998,-0.06740440823393862,2,2,2,0,0
1007CEA7AC1F3681EC88046892,2,-55.0,-53.0,-54.0,1581427645500016,1581427645560252,60236,-0.018518518518518517,2,0,0,0,0
1007CEA7AC1F3681EC88046895,9,-66.5,-52.5,-59.22222222222222,1581426660635270,1581426663722376,3087106,-0.06871762315877086,9,0,0,0,0
1007CEA7AC1F3681EC88046896,10,-63.5,-56.0,-61.0,1581426503120597,1581426505309410,2188813,-0.040322537299176536,8,2,0,0,0
1007CEA7AC1F3681EC88046898,6,-65.5,-63.5,-65.16666666666667,1581429616100484,1581429620299659,4199175,-0.01143768786444905,5,0,1,0,0
1007CEA7AC1F3681EC88046899,9,-66.0,-60.0,-62.44444444444444,1581426702404861,1581426704062259,1657398,-0.031227631271858087,8,1,0,0,0
1532FB63AC1F3681EC8804681516,9,-66.0,-61.0,-63.611111111111114,1581422089948198,1581422091916051,1967853,-0.033712242909377785,9,0,0,0,1
1532FB63AC1F3681EC8804681819,3,-67.0,-61.5,-64.66666666666667,1581421592115442,1581421598411053,6295611,-0.035897907930886895,0,3,0,0,1
1532FB63AC1F3681EC88046851,6,-66.5,-61.5,-63.583333333333336,1581421035122504,1581421036511223,1388719,-0.02701904079697025,2,3,1,0,0
1532FB63AC1F3681EC88046852,11,-67.0,-57.0,-62.0,1581420811734594,1581420814850664,3116070,-0.04522931617356945,6,1,4,0,0
1532FB63AC1F3681EC88046853,4,-66.0,-63.0,-64.0,1581420837944548,1581420838216966,272418,-0.018321936561810272,0,2,2,0,0
1532FB63AC1F3681EC88046854,12,-66.5,-57.0,-61.666666666666664,1581420274417306,1581420277793524,3376218,-0.04518446891162295,3,3,6,0,0
1532FB63AC1F3681EC88046855,18,-66.0,-52.5,-62.19444444444444,1581420319925829,1581420323481382,3555553,-0.05113646331156726,2,10,6,0,0
1532FB63AC1F3681EC88046856,23,-68.0,-57.0,-61.67391304347826,1581420054495124,1581420060605101,6109977,-0.05091670201830635,5,2,16,0,0
1532FB63AC1F3681EC88046857,5,-63.5,-56.5,-61.3,1581419630465155,1581419632448867,1983712,-0.040815647645014046,1,0,4,0,0
1532FB63AC1F3681EC88046858,10,-63.0,-53.5,-60.3,1581419945733874,1581419948846113,3112239,-0.052860290051440224,3,5,2,0,0
1532FB63AC1F3681EC88046859,18,-64.0,-51.5,-59.111111111111114,1581419722223372,1581419725859084,3635712,-0.05390838496127815,10,2,6,0,0
1532FB63AC1F3681EC88046862,2,-60.5,-60.0,-60.25,1581414976577303,1581414976715637,138334,-0.004149377593360996,0,0,0,2,0
1532FB63AC1F3681EC88046864,5,-65.5,-62.5,-63.9,1581414260173632,1581414262855737,2682105,-0.019420459539891795,0,1,0,4,0
