// 11/02/2020 17:27:30
// AntennaIDs=1,2,3,4, InventoryMode=Dual_Target, ModeIndex=1000, Population=32, PowerIndex=69, Session=1, ReaderName=192.168.0.10
// Timestamp, EPC, Antenna, RSSI, Channel, Address
1581429688554361,E28068900000000018345804,1,-62.5,865.7,192.168.0.10
1581429688555691,E28068900000000018345317,1,-56,865.7,192.168.0.10
1581429688576800,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581429688592010,E28068900000000018345317,1,-56,865.7,192.168.0.10
1581429688593466,E28068900000000018345804,1,-63.5,865.7,192.168.0.10
1581429688607816,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581429688639270,E28068900000000018345804,2,-63,865.7,192.168.0.10
1581429688654854,90134BC1F1CE3781AEA10023,2,-62,865.7,192.168.0.10
1581429688682715,E28068900000000018345804,2,-65,865.7,192.168.0.10
1581429688703777,90134BC1F1CE3781AEA10023,2,-62,865.7,192.168.0.10
1581429688727560,E28068900000000018345804,3,-64.5,865.7,192.168.0.10
1581429688866368,E28068900000000018345317,1,-56.5,865.7,192.168.0.10
1581429688888782,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581429688912186,E28068900000000018345317,1,-56.5,865.7,192.168.0.10
1581429688923461,90134BC1F1CE3781AEA1001A,1,-63,865.7,192.168.0.10
1581429688964264,90134BC1F1CE3781AEA10023,2,-62,865.7,192.168.0.10
1581429689000333,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581429689055880,E28068900000000018345804,3,-63.5,865.7,192.168.0.10
1581429689156848,E28068900000000018345317,1,-57,865.7,192.168.0.10
1581429689173572,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581429689197697,E28068900000000018345317,1,-56.5,865.7,192.168.0.10
1581429689215742,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581429689267671,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581429689293358,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581429689453106,3005FB63AC1F3681EC88129C,1,-60,865.7,192.168.0.10
1581429689456357,E28068900000000018345317,1,-58,865.7,192.168.0.10
1581429689470433,3005FB63AC1F3681EC8813AD,1,-62.5,865.7,192.168.0.10
1581429689503930,3005FB63AC1F3681EC88129C,1,-59.5,865.7,192.168.0.10
1581429689505627,E28068900000000018345317,1,-57.5,865.7,192.168.0.10
1581429689516158,3005FB63AC1F3681EC8813AD,1,-62,865.7,192.168.0.10
