// 11/02/2020 16:56:48
// AntennaIDs=1,2,3,4, InventoryMode=Dual_Target, ModeIndex=1000, Population=32, PowerIndex=69, Session=1, ReaderName=192.168.0.10
// Timestamp, EPC, Antenna, RSSI, Channel, Address
1581427846559634,E28068900000000018345317,1,-58.5,865.7,192.168.0.10
1581427846574030,90134BC1F1CE3781AEA1001A,1,-62.5,865.7,192.168.0.10
1581427846590161,E28068900000000018345317,1,-59,865.7,192.168.0.10
1581427846611451,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581427846651184,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581427846687304,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581427846839701,E28068900000000018345317,1,-59,865.7,192.168.0.10
1581427846852655,90134BC1F1CE3781AEA1001A,1,-62.5,865.7,192.168.0.10
1581427846870515,E28068900000000018345317,1,-59,865.7,192.168.0.10
1581427846888863,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581427846938975,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581427846969676,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581427847014451,90134BC1F1CE3781AEA10012,3,-61.5,865.7,192.168.0.10
1581427847127806,E28068900000000018345317,1,-59.5,865.7,192.168.0.10
1581427847144396,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581427847167587,E28068900000000018345317,1,-59,865.7,192.168.0.10
1581427847173910,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581427847225760,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581427847259898,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581427847332362,90134BC1F1CE3781AEA10012,3,-61.5,865.7,192.168.0.10
1581427847422554,E28068900000000018345317,1,-59,865.7,192.168.0.10
1581427847447524,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581427847462681,E28068900000000018345317,1,-59,865.7,192.168.0.10
1581427847479653,90134BC1F1CE3781AEA1001A,1,-62,865.7,192.168.0.10
1581427847532950,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
1581427847571987,90134BC1F1CE3781AEA10023,2,-61.5,865.7,192.168.0.10
