// 11/02/2020 15:00:20
// AntennaIDs=1,2,3,4, InventoryMode=Dual_Target, ModeIndex=1000, Population=32, PowerIndex=69, Session=1, ReaderName=192.168.0.10
// Timestamp, EPC, Antenna, RSSI, Channel, Address
1581420860873912,3005FB63AC1F3681EC88149C,1,-64.5,865.7,192.168.0.10
1581420860911523,3005FB63AC1F3681EC88149C,1,-64.5,865.7,192.168.0.10
1581420860960077,3005FB63AC1F3681EC8812DB,2,-61,865.7,192.168.0.10
1581420861006302,3005FB63AC1F3681EC8812DB,2,-61,865.7,192.168.0.10
1581420861144133,3005FB63AC1F3681EC88149C,1,-61,865.7,192.168.0.10
1581420861148676,3005FB63AC1F3681EC8812DB,1,-57,865.7,192.168.0.10
1581420861166183,2005FB63AC1F3681AB1005CE,1,-62.5,865.7,192.168.0.10
1581420861175815,3005FB63AC1F3681EC880468,1,-63.5,865.7,192.168.0.10
1581420861200592,0000FB63AC1F3681EC880468,1,-64.5,865.7,192.168.0.10
1581420861210302,3005FB63AC1F3681EC8812DB,1,-57.5,865.7,192.168.0.10
1581420861219257,3005FB63AC1F3681EC88149C,1,-63.5,865.7,192.168.0.10
1581420861434657,2005FB63EAC13681E4EC0F4B,1,-58.5,865.7,192.168.0.10
1581420861438531,3005FB63AC1F3681EC88149C,1,-59,865.7,192.168.0.10
1581420861442390,3005FB63AC1F3681EC8814A8,1,-58,865.7,192.168.0.10
1581420861445661,1007FB63AC1F3681EC880468,1,-60,865.7,192.168.0.10
1581420861449434,3005FB63AC1F3681EC8812DB,1,-54.5,865.7,192.168.0.10
1581420861451172,1007FB63AC1F3681EC880468,1,-62.5,865.7,192.168.0.10
1581420861456679,3005FB63AC1F3681EC881316,1,-60.5,865.7,192.168.0.10
1581420861459308,0000FB63AC1F3681EC880468,1,-63.5,865.7,192.168.0.10
1581420861470774,2005FB63EAC13681E4EC0FEC,1,-61,865.7,192.168.0.10
1581420861476224,3005FB63AC1F3681EC8813AD,1,-60,865.7,192.168.0.10
1581420861482387,1007CEA7AC1F3681EAC5106D,1,-60.5,865.7,192.168.0.10
1581420861489759,1007FB63AC1F3681EC880468,1,-61.5,865.7,192.168.0.10
1581420861493143,2005FB63EAC13681E4EC0F4B,1,-57.5,865.7,192.168.0.10
1581420861494568,2005FB63EAC13681E4EC0FEC,1,-59.5,865.7,192.168.0.10
1581420861495906,3005FB63AC1F3681EC881316,1,-59.5,865.7,192.168.0.10
1581420861496992,3005FB63AC1F3681EC8812DB,1,-53.5,865.7,192.168.0.10
1581420861498143,3005FB63AC1F3681EC8814A8,1,-57.5,865.7,192.168.0.10
1581420861500339,0000FB63AC1F3681EC880468,1,-63,865.7,192.168.0.10
1581420861502649,3005FB63AC1F3681EC8813AD,1,-58,865.7,192.168.0.10
1581420861503748,1007FB63AC1F3681EC880468,1,-58.5,865.7,192.168.0.10
1581420861505334,2005FB63AC1F3681AB1005CE,1,-58.5,865.7,192.168.0.10
1581420861524186,3005FB63AC1F3681EC88149C,1,-63.5,865.7,192.168.0.10
1581420861578985,3005FB63AC1F3681EC8813AD,2,-61.5,865.7,192.168.0.10
1581420861621775,3005FB63AC1F3681EC8813AD,2,-62,865.7,192.168.0.10
1581420861652118,7336CEF1C1FE3682DEA1004A,3,-63,865.7,192.168.0.10
1581420861693823,7336CEF1C1FE3682DEA1004A,3,-62.5,865.7,192.168.0.10
1581420861782091,3005FB63AC1F3681EC88149C,1,-57,865.7,192.168.0.10
1581420861783430,1007FB63AC1F3681EC880468,1,-55.5,865.7,192.168.0.10
1581420861786626,2005FB63EAC13681E4EC0FE9,1,-60.5,865.7,192.168.0.10
1581420861793883,2005FB63AC1F3681AB1005CE,1,-61.5,865.7,192.168.0.10
1581420861796127,2005FB63EAC13681E4EC0F4F,1,-58,865.7,192.168.0.10
1581420861797567,1007FB63AC1F3681EC880468,1,-60,865.7,192.168.0.10
1581420861799903,3005FB63AC1F3681EC8812DB,1,-53.5,865.7,192.168.0.10
1581420861801474,1007CEA7AC1F3681EAC5106D,1,-54,865.7,192.168.0.10
1581420861803378,3005FB63AC1F3681EC8814A8,1,-54.5,865.7,192.168.0.10
1581420861806142,2005FB63EAC13681E4EC0F4B,1,-55.5,865.7,192.168.0.10
1581420861807365,3005FB63AC1F3681EC881316,1,-58,865.7,192.168.0.10
1581420861810606,3005FB63AC1F3681EC88131E,1,-57.5,865.7,192.168.0.10
1581420861811729,2005FB63EAC13681E4EC0F4C,1,-57,865.7,192.168.0.10
1581420861818336,2005FB63EAC13681E4EC0FEC,1,-57,865.7,192.168.0.10
1581420861822815,3005FB63AC1F3681EC8805AA,1,-58,865.7,192.168.0.10
1581420861824660,0000FB63AC1F3681EC880468,1,-64,865.7,192.168.0.10
1581420861825700,1007FB63AC1F3681EC880468,1,-60,865.7,192.168.0.10
1581420861832981,2005FB63EAC13681E4EC0F50,1,-60,865.7,192.168.0.10
1581420861834124,3005FB63AC1F3681EC881318,1,-60.5,865.7,192.168.0.10
1581420861846473,3005FB63AC1F3681EC8814A0,1,-63,865.7,192.168.0.10
1581420861856183,1007FB63AC1F3681EC880468,1,-63,865.7,192.168.0.10
1581420861867554,3005FB63AC1F3681EC880468,1,-60,865.7,192.168.0.10
1581420861876216,3005FB63AC1F3681EC8812DB,1,-52,865.7,192.168.0.10
1581420861877616,2005FB63EAC13681E4EC0F4B,1,-55,865.7,192.168.0.10
1581420861879471,3005FB63AC1F3681EC881318,1,-60.5,865.7,192.168.0.10
1581420861880780,2005FB63EAC13681E4EC0FEC,1,-56.5,865.7,192.168.0.10
1581420861881881,2005FB63EAC13681E4EC0FE9,1,-58.5,865.7,192.168.0.10
1581420861885057,2005FB63EAC13681E4EC0F50,1,-60,865.7,192.168.0.10
1581420861887564,3005FB63AC1F3681EC8814A8,1,-55.5,865.7,192.168.0.10
1581420861888653,1007CEA7AC1F3681EAC5106D,1,-52.5,865.7,192.168.0.10
1581420861890487,1007FB63AC1F3681EC880468,1,-55,865.7,192.168.0.10
1581420861892125,2005FB63EAC13681E4EC0F4C,1,-57.5,865.7,192.168.0.10
1581420861894062,2005FB63EAC13681E4EC0F4F,1,-60,865.7,192.168.0.10
1581420861896026,1007FB63AC1F3681EC880468,1,-59,865.7,192.168.0.10
1581420861898942,2005FB63AC1F3681AB1005CE,1,-59,865.7,192.168.0.10
1581420861903185,3005FB63AC1F3681EC881316,1,-59,865.7,192.168.0.10
1581420861904394,1007FB63AC1F3681EC880468,1,-57,865.7,192.168.0.10
1581420861905479,0000FB63AC1F3681EC880468,1,-61,865.7,192.168.0.10
1581420861906562,3005FB63AC1F3681EC8805AA,1,-58,865.7,192.168.0.10
