2005FB63EAC13681E4EC0F38,-45.5,1584211246081716,1
E28068900000000018343B18,-60,1584211246083054,1
2005FB63EAC13681E4B10FA3,-47.5,1584211246085224,1
3005FB63AC1F3681EC881378,-45,1584211246086312,1
3005FB63AC1F3681EC880468,-56,1584211246087393,1
E28068900000000018345328,-59,1584211246088459,1
E2806890000000001834545C,-58.5,1584211246089600,1
3005FB63AC1F3681EC88132C,-49.5,1584211246090972,1
3005FB63AC1F3681EC881458,-53.5,1584211246092324,1
3005FB63AC1F3681EC880468,-49,1584211246093714,1
E2806890000000001834580A,-41,1584211246094992,1
3005FB63AC1F3681EC881490,-51,1584211246097441,1
2005FB63EAC13681E5C60268,-50,1584211246099046,1
2005FB63EAC13681E4EC0F50,-45.5,1584211246100181,1
3025AB20CA1F3681CF101116,-52,1584211246101556,1
3005FB63AC1F3681EC88155C,-49,1584211246102651,1
E28068900000000018342CA3,-50.5,1584211246103689,1
3005FB63AC1F3681EC881318,-44.5,1584211246104820,1
1532FB63AC1F3681EC880468,-44,1584211246105886,1
3005FB63AC1F3681EC88143C,-51.5,1584211246106971,1
0000FB63AC1F3681EC880468,-50.5,1584211246108685,1
300833B2DDD9014000000000,-41,1584211246110034,1
2005FB63EAC13681E5C6028D,-57,1584211246111162,1
2005FB63EAC13681E4EC0F37,-47.5,1584211246112285,1
3005FB63AC1F3681EC880468,-49,1584211246113699,1
2005FB63EAC13681E5C602AE,-50,1584211246115358,1
3005FB63AC1F3681EC880547,-46,1584211246116755,1
0000FB63AC1F3681EC880468,-58.5,1584211246117873,1
2005FB63EAC13681E4EC0F4F,-45,1584211246118981,1
3005FB63AC1F3681EC88149C,-48.5,1584211246120079,1
0000FB63AC1F3681EC880468,-51.5,1584211246121216,1
E28068940000400640E058E8,-58.5,1584211246122267,1
E28068900000000018345804,-58.5,1584211246123336,1
3005FB63AC1F3681EC881483,-44,1584211246124457,1
3005FB63AC1F3681EC880468,-53.5,1584211246125641,1
3005FB63AC1F3681EC880468,-53,1584211246126994,1
3005FB63AC1F3681EC8815B9,-53,1584211246128103,1
3005FB63AC1F3681EC8815F2,-45,1584211246129192,1
0000FB63AC1F3681EC880468,-52,1584211246130295,1
3005FB63AC1F3681EC880468,-52,1584211246132062,1
E28068900000000018345322,-43.5,1584211246133624,1
E280117000000207814B9B45,-59,1584211246134691,1
9014FB63AC1F3681EC880901,-50,1584211246136318,1
3005FB63AC1F3681EC880468,-52,1584211246137475,1
1007FB63AC1F3681EC880468,-56,1584211246140578,1
2005FB63AC1F3681AB1004E8,-61,1584211246142791,1
2005FB63EAC13681E5C6026A,-51,1584211246143893,1
3005FB63AC1F3681EC880468,-59,1584211246145004,1
3005FB63AC1F3681EC8813AE,-61.5,1584211246146114,1
1007FB63AC1F3681EC880468,-51,1584211246147724,1
2005FB63EAC13681E4EC0FEC,-53.5,1584211246148863,1
E28068900000000018343C51,-61.5,1584211246149906,1
3025AB20CA1F3681CF10111B,-49.5,1584211246151000,1
3005FB63AC1F3681EC8814C1,-58.5,1584211246152122,1
3005FB63AC1F3681EC8814F3,-49,1584211246153765,1
3005FB63AC1F3681EC881480,-60,1584211246155609,1
0000FB63AC1F3681EC880468,-52,1584211246156673,1
3005FB63AC1F3681EC881501,-53,1584211246159380,1
1007FB63AC1F3681EC880468,-54,1584211246160482,1
E2806890000000001834362C,-58.5,1584211246161537,1
3005FB63AC1F3681EC880468,-52.5,1584211246162633,1
1007FB63AC1F3681EC880468,-52.5,1584211246164217,1
3005FB63AC1F3681EC8814A4,-44,1584211246165329,1
2005FB63EAC13681E5C602A1,-45.5,1584211246166958,1
E28068900000000018344994,-58,1584211246168018,1
0000FB63AC1F3681EC880468,-53,1584211246169409,1
3005FB63AC1F3681EC88144E,-48.5,1584211246170801,1
2005FB63EAC13681E4EC0F4C,-52,1584211246172148,1
3005FB63AC1F3681EC8815DA,-55,1584211246173241,1
3005FB63AC1F3681EC881488,-59.5,1584211246175699,1
E28068940000500640E05CE8,-45,1584211246176786,1
3005FB63AC1F3681EC881317,-51,1584211246178628,1
E28068900000000018343B17,-53,1584211246179694,1
E2806890000000001834316C,-62,1584211246180766,1
E28068900000000018343760,-50.5,1584211246182336,1
3005FB63AC1F3681EC880468,-49.5,1584211246183646,1
90134BC1F1CE3781AEA1000B,-55,1584211246184688,1
90134BC1F1CE3781AEA10025,-54,1584211246185822,1
3005FB63AC1F3681EC8812AB,-51,1584211246186919,1
3005FB63AC1F3681EC881448,-52.5,1584211246188067,1
0000FB63AC1F3681EC880468,-47.5,1584211246189403,1
3005FB63AC1F3681EC881371,-52,1584211246190521,1
E28068900000000018344E61,-55.5,1584211246192415,1
1007CEA7AC1F3681EAC5106D,-56.5,1584211246193532,1
3005FB63AC1F3681EC880468,-56.5,1584211246195368,1
3005FB63AC1F3681EC8813F5,-50,1584211246198610,1
2005FB63EAC13681E4EC0F36,-54,1584211246199933,1
E28068900000000018343FE2,-60,1584211246201017,1
E2806890000000001834580B,-53,1584211246203482,1
1007FB63AC1F3681EC880468,-45,1584211246204873,1
4001FBCAAC1F3690ED880510,-51,1584211246206210,1
E280689000000000183445E0,-54.5,1584211246207194,1
E28068900000000018344114,-55.5,1584211246208491,1
3005FB63AC1F3681EC8811B0,-43.5,1584211246209622,1
3005FB63AC1F3681EC881316,-58.5,1584211246210762,1
3005FB63AC1F3681EC881594,-59.5,1584211246213549,1
3005FB63AC1F3681EC8811B5,-46,1584211246214959,1
3005FB63AC1F3681EC88160D,-53,1584211246216537,1
3005FB63AC1F3681EC881166,-44,1584211246217914,1
E28068900000000018343C52,-46,1584211246220424,1
1007FB63AC1F3681EC880468,-55,1584211246222981,1
3005FB63AC1F3681EC8815E5,-48.5,1584211246224356,1
3005FB63AC1F3681EC8814A0,-55,1584211246225448,1
E28068900000000018344120,-56.5,1584211246226518,1
2005FB63EAC13681E5C60468,-52.5,1584211246227669,1
0000FB63AC1F3681EC880468,-52,1584211246228826,1
3005FB63AC1F3681EC8814A8,-53,1584211246230872,1
0000FB63AC1F3681EC880468,-57,1584211246232001,1
7336CEF1C1FE3682DEA10051,-57.5,1584211246233162,1
E28068900000000018344989,-66,1584211246234976,1
1007FB63AC1F3681EC880468,-61.5,1584211246236872,1
2005FB63EAC13681E4EC0FE9,-52,1584211246238027,1
2005FB63EAC13681E4EC0F8B,-53.5,1584211246240162,1
90134BC1F1CE3781AEA10012,-49.5,1584211246241245,1
E2806890000000001834498A,-56.5,1584211246242329,1
E280117000000207814B1155,-60,1584211246243644,1
E280689000000000183432A0,-55.5,1584211246246482,1
E280117000000207814B1165,-60.5,1584211246247577,1
2005FB63CE453265E5C61473,-52,1584211246248957,1
2005FB63EAC13681E4EC0F4B,-55.5,1584211246250596,1
E28068900000000018345317,-61.5,1584211246256954,1
E28068900000000018344AC4,-60,1584211246258872,1
3005FB63AC1F3681EC880468,-51.5,1584211246262422,1
1007FB63AC1F3681EC880468,-53.5,1584211246263569,1
E28068900000000018344AC5,-60.5,1584211246265360,1
E28068900000000018344F93,-50,1584211246266851,1
3005FB63AC1F3681EC880468,-57.5,1584211246268230,1
3005FB63AC1F3681EC88153C,-56.5,1584211246270495,1
300000000000000000017864,-60.5,1584211246271595,1
E28068900000000018345DFC,-66.5,1584211246274061,1
E28068900000000018343C5D,-59.5,1584211246276097,1
1007FB63AC1F3681EC880468,-62,1584211246278379,1
E28068900000000018343FEE,-59,1584211246279888,1
E280117000000207814B1175,-63.5,1584211246283173,1
3005FB63AC1F3681EC881548,-53,1584211246284534,1
3005FB63AC1F3681EC880771,-60.5,1584211246285885,1
E280689000000000183444A5,-61,1584211246287171,1
90134BC1F1CE3781AEA1000A,-58.5,1584211246288315,1
E28068900000000018343B23,-56.5,1584211246289911,1
1007FB63AC1F3681EC880468,-56,1584211246291951,1
1007FB63AC1F3681EC880468,-60.5,1584211246293846,1
E28068900000000018344115,-60.5,1584211246295923,1
E28068900000000018343FE3,-63.5,1584211246299073,1
E280117000000207814B9B15,-61,1584211246311141,1
3005FB63AC1F3681EC880468,-60,1584211246317228,1
E28068900000000018345944,-68.5,1584211246323101,1
300833B2DDD9014000000000,-41,1584211246330916,1
2005FB63EAC13681E4EC0F4F,-45,1584211246331982,1
1532FB63AC1F3681EC880468,-44,1584211246333389,1
3005FB63AC1F3681EC881166,-44,1584211246335003,1
E2806890000000001834580A,-40.5,1584211246336367,1
E28068900000000018343760,-50.5,1584211246338048,1
3005FB63AC1F3681EC8811B0,-43.5,1584211246339463,1
3005FB63AC1F3681EC881501,-53,1584211246341676,1
3005FB63AC1F3681EC88149C,-48.5,1584211246344133,1
3005FB63AC1F3681EC880547,-46,1584211246345274,1
3005FB63AC1F3681EC881594,-60,1584211246346385,1
2005FB63EAC13681E5C6028D,-57.5,1584211246348965,1
90134BC1F1CE3781AEA10012,-49.5,1584211246351750,1
3005FB63AC1F3681EC881490,-51,1584211246354796,1
3005FB63AC1F3681EC8815DA,-55,1584211246355932,1
3005FB63AC1F3681EC88160D,-53,1584211246357034,1
2005FB63EAC13681E4EC0F37,-47.5,1584211246358173,1
2005FB63EAC13681E5C6026A,-51,1584211246359558,1
E28068940000400640E058E8,-58.5,1584211246361418,1
3005FB63AC1F3681EC88153C,-56,1584211246362522,1
2005FB63EAC13681E4EC0F38,-45.5,1584211246363862,1
E28068900000000018343B23,-56.5,1584211246364906,1
90134BC1F1CE3781AEA1000B,-55,1584211246366798,1
2005FB63EAC13681E5C60468,-52.5,1584211246367903,1
3005FB63AC1F3681EC880468,-52,1584211246369320,1
E28068900000000018345322,-44,1584211246370897,1
1007FB63AC1F3681EC880468,-53.5,1584211246372055,1
E28068900000000018344F93,-50,1584211246373628,1
3005FB63AC1F3681EC880468,-52.5,1584211246375055,1
0000FB63AC1F3681EC880468,-50,1584211246376702,1
3005FB63AC1F3681EC881318,-44.5,1584211246377830,1
3005FB63AC1F3681EC8813F5,-50,1584211246378923,1
E2806890000000001834316C,-62,1584211246380486,1
1007FB63AC1F3681EC880468,-56,1584211246382830,1
2005FB63EAC13681E4EC0F8B,-53.5,1584211246384413,1
1007FB63AC1F3681EC880468,-45,1584211246387329,1
2005FB63EAC13681E5C602AE,-50.5,1584211246389705,1
1007FB63AC1F3681EC880468,-62,1584211246391721,1
2005FB63EAC13681E5C60268,-50,1584211246393054,1
3005FB63AC1F3681EC880468,-49.5,1584211246394350,1
3005FB63AC1F3681EC880468,-49,1584211246395509,1
E28068900000000018343C52,-46,1584211246397323,1
0000FB63AC1F3681EC880468,-52,1584211246398436,1
3005FB63AC1F3681EC88132C,-49.5,1584211246400069,1
E280689000000000183444A5,-61,1584211246402092,1
