9013 4BC1 F1CE 3781 AEA1 0012,-52.5,1584025975641131,1
3005 FB63 AC1F 3681 EC88 1318,-60,1584025975643609,1
3005 FB63 AC1F 3681 EC88 14A0,-54.5,1584025975645029,1
2005 FB63 EAC1 3681 E4EC 0FE9,-57.5,1584025975647520,1
3005 FB63 AC1F 3681 EC88 11B0,-59,1584025975651720,1
3005 FB63 AC1F 3681 EC88 05A9,-55.5,1584025975654506,1
1007 FB63 AC1F 3681 EC88 0468,-58,1584025975655837,1
E280 6890 0000 0000 1834 5CCE,-63,1584025975657388,1
2005 FB63 CE45 3265 E5C6 1473,-58,1584025975658741,1
3025 AB20 CA1F 3681 CF10 1116,-50.5,1584025975660824,1
3000 0000 0000 0000 0001 7864,-60,1584025975664189,1
3005 FB63 AC1F 3681 EC88 149C,-57.5,1584025975666670,1
E280 6890 0000 0000 1834 4F88,-60.5,1584025975669012,1
3005 FB63 AC1F 3681 EC88 0468,-57.5,1584025975670335,1
3005 FB63 AC1F 3681 EC88 12B7,-61.5,1584025975671556,1
2005 FB63 EAC1 3681 E5C6 02A1,-58.5,1584025975673772,1
1007 FB63 AC1F 3681 EC88 0468,-58.5,1584025975677515,1
3005 FB63 AC1F 3681 EC88 0468,-59,1584025975678887,1
E280 6890 0000 0000 1834 580A,-69.5,1584025975681842,1
1007 CEA7 AC1F 3681 EC88 0468,-60.5,1584025975683278,1
3005 FB63 AC1F 3681 EC88 132C,-62.5,1584025975702510,1
2005 FB63 AC1F 3681 AB10 05CE,-65.5,1584025975712419,1
0000 FB63 AC1F 3681 EC88 0468,-61.5,1584025975723754,1
2005 FB63 EAC1 3681 E5C6 02A1,-58.5,1584025975732421,1
3005 FB63 AC1F 3681 EC88 1318,-60,1584025975733747,1
3005 FB63 AC1F 3681 EC88 149C,-58,1584025975735061,1
2005 FB63 CE45 3265 E5C6 1473,-58,1584025975736172,1
2005 FB63 EAC1 3681 E4EC 0FE9,-57.5,1584025975738243,1
3025 AB20 CA1F 3681 CF10 1116,-50.5,1584025975740092,1
1007 FB63 AC1F 3681 EC88 0468,-58.5,1584025975742074,1
3005 FB63 AC1F 3681 EC88 0468,-57.5,1584025975743168,1
3005 FB63 AC1F 3681 EC88 12B7,-61.5,1584025975744301,1
3005 FB63 AC1F 3681 EC88 11B0,-59,1584025975745376,1
E280 6890 0000 0000 1834 5CCE,-63,1584025975747469,1
3005 FB63 AC1F 3681 EC88 0468,-59,1584025975748840,1
9013 4BC1 F1CE 3781 AEA1 0012,-52.5,1584025975750214,1
1007 FB63 AC1F 3681 EC88 0468,-58,1584025975754349,1
E280 6890 0000 0000 1834 4F88,-60.5,1584025975755447,1
1007 CEA7 AC1F 3681 EC88 0468,-60,1584025975756834,1
3005 FB63 AC1F 3681 EC88 05A9,-55.5,1584025975758206,1
3005 FB63 AC1F 3681 EC88 14A0,-54.5,1584025975759603,1
3000 0000 0000 0000 0001 7864,-60,1584025975761187,1
E280 6890 0000 0000 1834 580A,-69.5,1584025975763352,1
