3005 FB63 AC1F 3681 EC88 1318;-60,5;1584022517030335;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022517032590;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517033933;1
2005 FB63 EAC1 3681 E4EC 0FE9;-57,5;1584022517035077;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022517037008;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584022517039576;1
1007 CEA7 AC1F 3681 EC88 0468;-59,5;1584022517041205;1
3000 0000 0000 0000 0001 7864;-60;1584022517043775;1
3005 FB63 AC1F 3681 EC88 0468;-60,5;1584022517044905;1
2005 FB63 EAC1 3681 E5C6 02A1;-58;1584022517046234;1
3005 FB63 AC1F 3681 EC88 12B7;-61;1584022517047368;1
3005 FB63 AC1F 3681 EC88 05A9;-55,5;1584022517049885;1
E280 6890 0000 0000 1834 5CCE;-62,5;1584022517051580;1
1007 FB63 AC1F 3681 EC88 0468;-62;1584022517052646;1
3005 FB63 AC1F 3681 EC88 149C;-58;1584022517054881;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517056037;1
3005 FB63 AC1F 3681 EC88 1166;-58,5;1584022517062001;1
3005 FB63 AC1F 3681 EC88 11B0;-58;1584022517064715;1
3005 FB63 AC1F 3681 EC88 0468;-57;1584022517065784;1
E280 6890 0000 0000 1834 4F88;-60,5;1584022517067817;1
E280 6890 0000 0000 1834 580A;-69;1584022517083423;1
2005 FB63 CE45 3265 E5C6 1473;-62,5;1584022517093111;1
3005 FB63 AC1F 3681 EC88 1501;-59,5;1584022517108335;1
2005 FB63 EAC1 3681 E5C6 02A1;-58;1584022517116510;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584022517119069;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584022517120636;1
3005 FB63 AC1F 3681 EC88 1166;-58,5;1584022517123226;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022517124301;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517125386;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584022517126730;1
E280 6890 0000 0000 1834 4F88;-61;1584022517127783;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022517128884;1
3005 FB63 AC1F 3681 EC88 0468;-56,5;1584022517129964;1
3000 0000 0000 0000 0001 7864;-59,5;1584022517131079;1
3005 FB63 AC1F 3681 EC88 05A9;-55,5;1584022517132692;1
1007 CEA7 AC1F 3681 EC88 0468;-60;1584022517134008;1
3005 FB63 AC1F 3681 EC88 149C;-58;1584022517135876;1
1007 FB63 AC1F 3681 EC88 0468;-57,5;1584022517137262;1
E280 6890 0000 0000 1834 5CCE;-62,5;1584022517141148;1
3005 FB63 AC1F 3681 EC88 12B7;-60,5;1584022517142880;1
3005 FB63 AC1F 3681 EC88 11B0;-58;1584022517143987;1
1007 FB63 AC1F 3681 EC88 0468;-62;1584022517145163;1
2005 FB63 EAC1 3681 E4EC 0FE9;-58,5;1584022517162707;1
2005 FB63 CE45 3265 E5C6 1473;-62;1584022517172463;1
E280 6890 0000 0000 1834 580A;-69;1584022517185504;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584022517228198;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022517229318;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022517230893;1
E280 6890 0000 0000 1834 5CCE;-62,5;1584022517232133;1
1007 FB63 AC1F 3681 EC88 0468;-57,5;1584022517233159;1
2005 FB63 EAC1 3681 E5C6 02A1;-58;1584022517236454;1
3005 FB63 AC1F 3681 EC88 1166;-58;1584022517238750;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517239862;1
3005 FB63 AC1F 3681 EC88 0468;-56,5;1584022517241684;1
3005 FB63 AC1F 3681 EC88 149C;-57,5;1584022517243024;1
3000 0000 0000 0000 0001 7864;-60;1584022517245096;1
1007 FB63 AC1F 3681 EC88 0468;-62;1584022517246658;1
E280 6890 0000 0000 1834 4F88;-61;1584022517247751;1
0000 FB63 AC1F 3681 EC88 0468;-58,5;1584022517249100;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584022517252332;1
3005 FB63 AC1F 3681 EC88 05A9;-55,5;1584022517253535;1
3005 FB63 AC1F 3681 EC88 11B0;-58;1584022517254682;1
3005 FB63 AC1F 3681 EC88 12B7;-61;1584022517255827;1
2005 FB63 EAC1 3681 E4EC 0FE9;-58;1584022517258344;1
1007 CEA7 AC1F 3681 EC88 0468;-60;1584022517261876;1
3005 FB63 AC1F 3681 EC88 0468;-60,5;1584022517265168;1
3005 FB63 AC1F 3681 EC88 14A4;-63,5;1584022517282653;1
0000 FB63 AC1F 3681 EC88 0468;-61;1584022517293956;1
2005 FB63 AC1F 3681 AB10 05CE;-64;1584022517303813;1
3005 FB63 AC1F 3681 EC88 05A9;-55,5;1584022517312399;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517313796;1
3005 FB63 AC1F 3681 EC88 149C;-57,5;1584022517314911;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022517316438;1
1007 CEA7 AC1F 3681 EC88 0468;-59,5;1584022517318263;1
3025 AB20 CA1F 3681 CF10 1116;-50;1584022517319343;1
3005 FB63 AC1F 3681 EC88 0468;-57;1584022517322163;1
3005 FB63 AC1F 3681 EC88 1166;-58;1584022517325190;1
3005 FB63 AC1F 3681 EC88 0468;-60,5;1584022517326588;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584022517328256;1
3005 FB63 AC1F 3681 EC88 12B7;-60,5;1584022517329673;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584022517330788;1
E280 6890 0000 0000 1834 4F88;-60,5;1584022517331853;1
E280 6890 0000 0000 1834 5CCE;-62,5;1584022517333292;1
0000 FB63 AC1F 3681 EC88 0468;-58,5;1584022517335513;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517338555;1
1007 FB63 AC1F 3681 EC88 0468;-62;1584022517339947;1
2005 FB63 EAC1 3681 E5C6 02A1;-58,5;1584022517342017;1
2005 FB63 EAC1 3681 E4EC 0FE9;-58,5;1584022517357369;1
0000 FB63 AC1F 3681 EC88 0468;-61;1584022517366918;1
3005 FB63 AC1F 3681 EC88 11B0;-58,5;1584022517376389;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517420700;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022517421856;1
3005 FB63 AC1F 3681 EC88 1166;-58;1584022517422976;1
E280 6890 0000 0000 1834 4F88;-60,5;1584022517424057;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584022517425457;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584022517427970;1
3005 FB63 AC1F 3681 EC88 0468;-56,5;1584022517431081;1
2005 FB63 EAC1 3681 E4EC 0FE9;-57,5;1584022517432584;1
3005 FB63 AC1F 3681 EC88 05A9;-55,5;1584022517434441;1
3005 FB63 AC1F 3681 EC88 149C;-58;1584022517435567;1
1007 FB63 AC1F 3681 EC88 0468;-62;1584022517438882;1
3005 FB63 AC1F 3681 EC88 12B7;-60,5;1584022517441049;1
E280 6890 0000 0000 1834 5CCE;-63;1584022517443003;1
3025 AB20 CA1F 3681 CF10 1116;-50;1584022517445354;1
1007 CEA7 AC1F 3681 EC88 0468;-59,5;1584022517450010;1
0000 FB63 AC1F 3681 EC88 0468;-58,5;1584022517452537;1
3005 FB63 AC1F 3681 EC88 0468;-60,5;1584022517453665;1
2005 FB63 EAC1 3681 E5C6 02A1;-58;1584022517456122;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517457264;1
2005 FB63 AC1F 3681 AB10 05CE;-64;1584022517471386;1
3005 FB63 AC1F 3681 EC88 132C;-62,5;1584022517481036;1
3005 FB63 AC1F 3681 EC88 1378;-59;1584022517490717;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584022517498985;1
2005 FB63 EAC1 3681 E5C6 02A1;-58,5;1584022517500548;1
3005 FB63 AC1F 3681 EC88 0468;-56,5;1584022517501858;1
0000 FB63 AC1F 3681 EC88 0468;-59;1584022517503237;1
3005 FB63 AC1F 3681 EC88 05A9;-55,5;1584022517505406;1
3005 FB63 AC1F 3681 EC88 12B7;-60,5;1584022517507021;1
1007 CEA7 AC1F 3681 EC88 0468;-60;1584022517509402;1
3005 FB63 AC1F 3681 EC88 11B0;-58,5;1584022517511240;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022517512319;1
1007 FB63 AC1F 3681 EC88 0468;-62,5;1584022517513658;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022517514731;1
3005 FB63 AC1F 3681 EC88 149C;-58;1584022517515887;1
1007 FB63 AC1F 3681 EC88 0468;-57,5;1584022517516972;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584022517520316;1
E280 6890 0000 0000 1834 5CCE;-62,5;1584022517521355;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517522695;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584022517524829;1
2005 FB63 EAC1 3681 E4EC 0FE9;-57,5;1584022517525917;1
E280 6890 0000 0000 1834 4F88;-60,5;1584022517527810;1
3000 0000 0000 0000 0001 7864;-60;1584022517528867;1
3005 FB63 AC1F 3681 EC88 1166;-58;1584022517532602;1
2005 FB63 AC1F 3681 AB10 05CE;-64;1584022517546087;1
3005 FB63 AC1F 3681 EC88 14A4;-63,5;1584022517557383;1
3005 FB63 AC1F 3681 EC88 132C;-62,5;1584022517566956;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022517609149;1
3005 FB63 AC1F 3681 EC88 05A9;-55,5;1584022517610484;1
3005 FB63 AC1F 3681 EC88 11B0;-58;1584022517611857;1
0000 FB63 AC1F 3681 EC88 0468;-58,5;1584022517612976;1
2005 FB63 EAC1 3681 E5C6 02A1;-58,5;1584022517614366;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584022517617122;1
1007 CEA7 AC1F 3681 EC88 0468;-59,5;1584022517618206;1
2005 FB63 EAC1 3681 E4EC 0FE9;-58;1584022517619353;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584022517620463;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022517626644;1
3005 FB63 AC1F 3681 EC88 1166;-58;1584022517628032;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022517629130;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584022517630458;1
3005 FB63 AC1F 3681 EC88 0468;-57;1584022517631584;1
3000 0000 0000 0000 0001 7864;-59,5;1584022517634166;1
E280 6890 0000 0000 1834 5CCE;-63;1584022517639350;1
3005 FB63 AC1F 3681 EC88 149C;-58;1584022517641079;1
3005 FB63 AC1F 3681 EC88 12B7;-60,5;1584022517642182;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584022517643281;1
E280 6890 0000 0000 1834 4F88;-61;1584022517645062;1
1007 FB63 AC1F 3681 EC88 0468;-62;1584022517647025;1
2005 FB63 AC1F 3681 AB10 05CE;-64,5;1584022517657768;1
3005 FB63 AC1F 3681 EC88 1378;-60;1584022517666865;1
0000 FB63 AC1F 3681 EC88 0468;-62;1584022517675012;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584022517685075;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584022517686229;1
E280 6890 0000 0000 1834 5CCE;-62,5;1584022517688712;1
3005 FB63 AC1F 3681 EC88 149C;-58;1584022517689840;1
3005 FB63 AC1F 3681 EC88 1166;-58,5;1584022517690932;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022517693486;1
