3005 FB63 AC1F 3681 EC88 05A9;-56;1584022011848258;1
1007 CEA7 AC1F 3681 EC88 0468;-60,5;1584022011853278;1
3005 FB63 AC1F 3681 EC88 149C;-58,5;1584022011854378;1
2005 FB63 EAC1 3681 E4EC 0FE9;-57,5;1584022011855721;1
E280 6890 0000 0000 1834 4F88;-61;1584022011858916;1
2005 FB63 EAC1 3681 E5C6 02A1;-59;1584022011860964;1
3005 FB63 AC1F 3681 EC88 0468;-57,5;1584022011862074;1
3005 FB63 AC1F 3681 EC88 11B0;-58,5;1584022011863435;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022011864580;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584022011867642;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022011869271;1
3005 FB63 AC1F 3681 EC88 14A0;-54,5;1584022011871850;1
3005 FB63 AC1F 3681 EC88 1318;-59;1584022011873940;1
E280 6890 0000 0000 1834 5CCE;-63,5;1584022011875524;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022011885040;1
3000 0000 0000 0000 0001 7864;-60;1584022011886412;1
3005 FB63 AC1F 3681 EC88 1501;-59,5;1584022011905619;1
3005 FB63 AC1F 3681 EC88 132C;-63;1584022011920304;1
0000 FB63 AC1F 3681 EC88 0468;-61;1584022011929913;1
E280 6890 0000 0000 1834 5CCE;-63,5;1584022011938058;1
2005 FB63 EAC1 3681 E5C6 02A1;-59;1584022011940090;1
9013 4BC1 F1CE 3781 AEA1 0012;-52;1584022011941890;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022011943480;1
3005 FB63 AC1F 3681 EC88 149C;-58,5;1584022011946753;1
3005 FB63 AC1F 3681 EC88 0468;-57,5;1584022011947921;1
E280 6890 0000 0000 1834 4F88;-61;1584022011949016;1
3005 FB63 AC1F 3681 EC88 05A9;-56;1584022011950346;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022011951900;1
3005 FB63 AC1F 3681 EC88 14A0;-54,5;1584022011953725;1
3000 0000 0000 0000 0001 7864;-59,5;1584022011955052;1
3005 FB63 AC1F 3681 EC88 0468;-60,5;1584022011956166;1
3005 FB63 AC1F 3681 EC88 1318;-59;1584022011957638;1
3005 FB63 AC1F 3681 EC88 11B0;-58,5;1584022011958954;1
2005 FB63 EAC1 3681 E4EC 0FE9;-57,5;1584022011960342;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022011962282;1
1007 CEA7 AC1F 3681 EC88 0468;-61;1584022011963453;1
3005 FB63 AC1F 3681 EC88 1501;-59,5;1584022011981127;1
3005 FB63 AC1F 3681 EC88 132C;-63;1584022011990736;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584022012044449;1
3005 FB63 AC1F 3681 EC88 05A9;-56;1584022012045923;1
3005 FB63 AC1F 3681 EC88 149C;-59;1584022012046993;1
3005 FB63 AC1F 3681 EC88 0468;-57,5;1584022012048347;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022012049407;1
3005 FB63 AC1F 3681 EC88 11B0;-58,5;1584022012050794;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022012053242;1
2005 FB63 EAC1 3681 E4EC 0FE9;-58;1584022012055346;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022012056451;1
1007 CEA7 AC1F 3681 EC88 0468;-60,5;1584022012064849;1
3005 FB63 AC1F 3681 EC88 14A0;-54,5;1584022012066260;1
2005 FB63 EAC1 3681 E5C6 02A1;-58,5;1584022012068983;1
3005 FB63 AC1F 3681 EC88 12B7;-62;1584022012074410;1
E280 6890 0000 0000 1834 5CCE;-64;1584022012076906;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022012080202;1
3000 0000 0000 0000 0001 7864;-59,5;1584022012081229;1
E280 6890 0000 0000 1834 4F88;-61;1584022012082566;1
3005 FB63 AC1F 3681 EC88 1318;-59,5;1584022012086265;1
2005 FB63 EAC1 3681 E4EC 0FEC;-62,5;1584022012102018;1
E280 6890 0000 0000 1834 580A;-69,5;1584022012113960;1
3005 FB63 AC1F 3681 EC88 05A9;-56;1584022012122313;1
3005 FB63 AC1F 3681 EC88 0468;-57,5;1584022012123638;1
3005 FB63 AC1F 3681 EC88 1318;-59,5;1584022012126411;1
1007 CEA7 AC1F 3681 EC88 0468;-61;1584022012127766;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022012129127;1
3005 FB63 AC1F 3681 EC88 14A0;-54,5;1584022012130252;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022012131340;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022012132670;1
3005 FB63 AC1F 3681 EC88 11B0;-58,5;1584022012134513;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022012135828;1
E280 6890 0000 0000 1834 4F88;-61;1584022012137392;1
3000 0000 0000 0000 0001 7864;-59,5;1584022012139782;1
3005 FB63 AC1F 3681 EC88 149C;-58,5;1584022012141194;1
E280 6890 0000 0000 1834 5CCE;-63,5;1584022012143134;1
3005 FB63 AC1F 3681 EC88 0468;-60,5;1584022012145745;1
2005 FB63 EAC1 3681 E4EC 0FEC;-62,5;1584022012166838;1
3005 FB63 AC1F 3681 EC88 12B7;-62;1584022012176616;1
2005 FB63 EAC1 3681 E4EC 0FE9;-58,5;1584022012186413;1
3000 0000 0000 0000 0001 7864;-59,5;1584022012229571;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584022012231592;1
3005 FB63 AC1F 3681 EC88 05A9;-56;1584022012235309;1
3005 FB63 AC1F 3681 EC88 1318;-59,5;1584022012236422;1
E280 6890 0000 0000 1834 5CCE;-63,5;1584022012239508;1
3005 FB63 AC1F 3681 EC88 12B7;-61,5;1584022012240895;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584022012247718;1
3005 FB63 AC1F 3681 EC88 14A0;-54,5;1584022012248871;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022012251030;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584022012252442;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584022012253587;1
