3000 0000 0000 0000 0001 7864;-60;1584023146157945;1
E280 6890 0000 0000 1834 4F88;-61;1584023146159228;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584023146160551;1
3005 FB63 AC1F 3681 EC88 0468;-57;1584023146163832;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584023146165107;1
2005 FB63 EAC1 3681 E5C6 02A1;-58,5;1584023146166198;1
3005 FB63 AC1F 3681 EC88 149C;-58,5;1584023146168246;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584023146169378;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584023146172711;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584023146173829;1
3005 FB63 AC1F 3681 EC88 12B7;-61,5;1584023146174975;1
1007 CEA7 AC1F 3681 EC88 0468;-60;1584023146177187;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584023146178615;1
E280 6890 0000 0000 1834 5CCE;-63;1584023146179909;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584023146184247;1
3005 FB63 AC1F 3681 EC88 11B0;-58;1584023146185920;1
0000 FB63 AC1F 3681 EC88 0468;-61;1584023146198576;1
2005 FB63 CE45 3265 E5C6 1473;-61,5;1584023146212332;1
2005 FB63 EAC1 3681 E4EC 0FE9;-58,5;1584023146223800;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584023146265799;1
E280 6890 0000 0000 1834 5CCE;-63;1584023146266837;1
2005 FB63 EAC1 3681 E5C6 02A1;-58,5;1584023146269512;1
1007 CEA7 AC1F 3681 EC88 0468;-60;1584023146271485;1
3005 FB63 AC1F 3681 EC88 149C;-58;1584023146274725;1
3005 FB63 AC1F 3681 EC88 1166;-59;1584023146277099;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584023146280532;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584023146282121;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584023146284661;1
E280 6890 0000 0000 1834 4F88;-60,5;1584023146285992;1
3005 FB63 AC1F 3681 EC88 05A9;-56;1584023146287148;1
3005 FB63 AC1F 3681 EC88 0468;-60;1584023146288306;1
3005 FB63 AC1F 3681 EC88 0468;-57;1584023146290898;1
3000 0000 0000 0000 0001 7864;-60;1584023146293186;1
3005 FB63 AC1F 3681 EC88 12B7;-61;1584023146294333;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584023146295956;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584023146297449;1
3005 FB63 AC1F 3681 EC88 11B0;-58;1584023146301324;1
3005 FB63 AC1F 3681 EC88 1378;-60,5;1584023146318181;1
2005 FB63 AC1F 3681 AB10 05CE;-64,5;1584023146328043;1
0000 FB63 AC1F 3681 EC88 0468;-60;1584023146337901;1
3000 0000 0000 0000 0001 7864;-60,5;1584023146345958;1
2005 FB63 EAC1 3681 E5C6 02A1;-58,5;1584023146348386;1
3005 FB63 AC1F 3681 EC88 0468;-60,5;1584023146349433;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584023146350519;1
3005 FB63 AC1F 3681 EC88 05A9;-55,5;1584023146351847;1
2005 FB63 EAC1 3681 E4EC 0FE9;-57,5;1584023146354087;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584023146355165;1
E280 6890 0000 0000 1834 5CCE;-63,5;1584023146356461;1
3005 FB63 AC1F 3681 EC88 149C;-58;1584023146357560;1
E280 6890 0000 0000 1834 4F88;-61;1584023146358884;1
9013 4BC1 F1CE 3781 AEA1 0012;-52,5;1584023146360242;1
1007 FB63 AC1F 3681 EC88 0468;-62,5;1584023146361465;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584023146363737;1
1007 CEA7 AC1F 3681 EC88 0468;-60;1584023146364881;1
3005 FB63 AC1F 3681 EC88 11B0;-58;1584023146366830;1
3005 FB63 AC1F 3681 EC88 12B7;-61;1584023146370010;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584023146372572;1
3005 FB63 AC1F 3681 EC88 0468;-57;1584023146374268;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584023146375367;1
3005 FB63 AC1F 3681 EC88 1166;-59,5;1584023146377302;1
3005 FB63 AC1F 3681 EC88 1378;-60,5;1584023146387747;1
2005 FB63 AC1F 3681 AB10 05CE;-64,5;1584023146400952;1
3005 FB63 AC1F 3681 EC88 0468;-56,5;1584023146462497;1
3025 AB20 CA1F 3681 CF10 1116;-50,5;1584023146463805;1
3005 FB63 AC1F 3681 EC88 1166;-59;1584023146466790;1
E280 6890 0000 0000 1834 5CCE;-63;1584023146469432;1
1007 FB63 AC1F 3681 EC88 0468;-58;1584023146471474;1
1007 FB63 AC1F 3681 EC88 0468;-58,5;1584023146474626;1
3005 FB63 AC1F 3681 EC88 1318;-60;1584023146475964;1
3005 FB63 AC1F 3681 EC88 05A9;-56;1584023146482031;1
E280 6890 0000 0000 1834 4F88;-61;1584023146483027;1
1007 CEA7 AC1F 3681 EC88 0468;-60;1584023146485319;1
3005 FB63 AC1F 3681 EC88 149C;-58,5;1584023146487849;1
3005 FB63 AC1F 3681 EC88 12B7;-61,5;1584023146489208;1
2005 FB63 EAC1 3681 E5C6 02A1;-58,5;1584023146490569;1
3005 FB63 AC1F 3681 EC88 14A0;-54;1584023146491668;1
3000 0000 0000 0000 0001 7864;-60;1584023146493319;1
3005 FB63 AC1F 3681 EC88 0468;-60,5;1584023146494436;1
3005 FB63 AC1F 3681 EC88 11B0;-58;1584023146499443;1
1007 FB63 AC1F 3681 EC88 0468;-62;1584023146501076;1
