42.0,-63.5,-58.0,-60.79761904761904,1579697465218500.0,1579697468133520.0,2915020.0,-0.02519257149118032,11.0,12.0,6.0,13.0,0
40.0,-62.5,-57.0,-61.0625,1579699467570849.0,1579699482767500.0,15196651.0,-0.022363853756183955,9.0,0.0,30.0,1.0,1
11.0,-65.0,-60.5,-63.36363636363637,1579699714393952.0,1579699717039111.0,2645159.0,-0.024516510029605545,0.0,2.0,2.0,7.0,0
284.0,-58.5,-52.5,-54.617957746478865,1579701029019024.0,1579701072185252.0,43166228.0,-0.01992359859784805,5.0,0.0,279.0,0.0,1
18.0,-61.0,-51.0,-54.13888888888889,1579701553135524.0,1579701554366049.0,1230525.0,-0.04437802681614923,8.0,6.0,4.0,0.0,0
26.0,-65.5,-56.5,-60.59615384615386,1579700565051548.0,1579700567614387.0,2562839.0,-0.03753573565335102,9.0,7.0,7.0,3.0,0
19.0,-56.0,-51.5,-53.76315789473684,1579700580110395.0,1579700583672339.0,3561944.0,-0.02439537110989155,7.0,11.0,1.0,0.0,0
548.0,-62.5,-56.5,-59.63047445255474,1579697396039834.0,1579697479322010.0,83282176.0,-0.012017655934821368,519.0,9.0,20.0,0.0,1
1.0,-58.5,-58.5,-58.5,1579697466944403.0,1579697466944403.0,0.0,-0.0,0.0,0.0,1.0,0.0,0
231.0,-55.5,-54.0,-54.82900432900433,1579696591947289.0,1579696624370893.0,32423604.0,-0.0070988959908377955,0.0,0.0,231.0,0.0,1
29.0,-58.0,-50.5,-53.51724137931034,1579699419860995.0,1579699421949075.0,2088080.0,-0.03773045353597256,6.0,9.0,2.0,12.0,1
23.0,-58.5,-56.5,-57.65217391304348,1579701037595151.0,1579701068699097.0,31103946.0,-0.01036781831437973,23.0,0.0,0.0,0.0,1
41.0,-64.5,-50.5,-57.30487804878049,1579700565509398.0,1579700568274976.0,2765578.0,-0.07132510742248974,9.0,11.0,13.0,8.0,0
7.0,-62.5,-58.5,-60.5,1579701538113466.0,1579701538876499.0,763033.0,-0.02378918734310494,0.0,0.0,3.0,4.0,0
4.0,-65.0,-64.5,-64.625,1579700566058450.0,1579700566432546.0,374096.0,-0.003350194985626455,0.0,4.0,0.0,0.0,0
19.0,-66.0,-59.0,-62.73684210526316,1579697433210055.0,1579697434863363.0,1653308.0,-0.031917806006286575,10.0,0.0,8.0,1.0,0
117.0,-59.0,-57.5,-58.23076923076921,1579696591971642.0,1579696622310417.0,30338775.0,-0.007147812893328017,0.0,0.0,117.0,0.0,1
7.0,-64.0,-59.5,-61.714285714285715,1579701538491539.0,1579701540165316.0,1673777.0,-0.02664551952134569,2.0,1.0,0.0,4.0,0
51.0,-66.0,-51.0,-59.74509803921568,1579701550221258.0,1579701556397874.0,6176616.0,-0.059647875617125465,13.0,14.0,13.0,11.0,0
299.0,-64.5,-58.0,-60.93645484949833,1579700548625177.0,1579700593964847.0,45339670.0,-0.010430556068964996,0.0,3.0,0.0,296.0,1
7.0,-67.0,-60.5,-63.35714285714285,1579701538133262.0,1579701538886943.0,753681.0,-0.033138530905747615,2.0,0.0,3.0,2.0,0
28.0,-66.0,-57.5,-62.05357142857143,1579701537018874.0,1579701540193485.0,3174611.0,-0.04394028818793778,4.0,19.0,1.0,4.0,0
2.0,-65.5,-65.0,-65.25,1579699716558777.0,1579699716587445.0,28668.0,-0.0038314176245210726,0.0,2.0,0.0,0.0,0
14.0,-64.5,-58.5,-62.214285714285715,1579700581992353.0,1579700583651696.0,1659343.0,-0.029872817063737518,5.0,0.0,4.0,5.0,0
12.0,-62.5,-58.0,-60.58333333333334,1579699398894264.0,1579699426507479.0,27613215.0,-0.02754468279848801,1.0,1.0,10.0,0.0,1
33.0,-65.5,-55.5,-60.54545454545455,1579701552713282.0,1579701555251845.0,2538563.0,-0.04413920695835205,13.0,5.0,12.0,3.0,0
109.0,-64.5,-58.5,-60.30733944954128,1579699467641215.0,1579699482797802.0,15156587.0,-0.01476758401069412,0.0,5.0,2.0,102.0,1
34.0,-63.0,-55.0,-58.79411764705882,1579699731882005.0,1579699734139726.0,2257721.0,-0.03470524676528754,10.0,14.0,10.0,0.0,0
558.0,-70.0,-56.5,-61.61469534050178,1579697396042993.0,1579697479293196.0,83250203.0,-0.023056774237959283,484.0,28.0,10.0,36.0,1
3.0,-65.5,-63.5,-64.33333333333333,1579697433029358.0,1579697434459472.0,1430114.0,-0.013209895112934677,1.0,0.0,2.0,0.0,0
6.0,-65.5,-63.0,-64.41666666666667,1579700581889310.0,1579700583369672.0,1480362.0,-0.013751805708582986,0.0,0.0,1.0,5.0,0
5.0,-64.0,-59.0,-61.2,1579700581906084.0,1579700582742369.0,836285.0,-0.031684182074616526,0.0,0.0,0.0,5.0,0
1.0,-63.5,-63.5,-63.5,1579701039886773.0,1579701039886773.0,0.0,-0.0,0.0,1.0,0.0,0.0,1
34.0,-64.5,-54.5,-59.970588235294116,1579697465911379.0,1579697468805861.0,2894482.0,-0.05372686403167845,18.0,2.0,14.0,0.0,0
2.0,-64.5,-63.5,-64.0,1579701038117126.0,1579701038176281.0,59155.0,-0.0078125,0.0,2.0,0.0,0.0,0
8.0,-62.5,-58.5,-60.375,1579700566818584.0,1579700567379663.0,561079.0,-0.01931134379521494,4.0,1.0,3.0,0.0,0
24.0,-66.5,-59.0,-63.375,1579700580696034.0,1579700583312636.0,2616602.0,-0.03617237265872168,1.0,16.0,0.0,7.0,0
