// 11/02/2020 15:05:50
// AntennaIDs=1,2,3,4, InventoryMode=Dual_Target, ModeIndex=1000, Population=32, PowerIndex=69, Session=1, ReaderName=192.168.0.10
// Timestamp, EPC, Antenna, RSSI, Channel, Address
1581421195528875,3005FB63AC1F3681EC88149C,3,-64,865.7,192.168.0.10
1581421196528660,7336CEF1C1FE3682DEA10049,3,-62.5,865.7,192.168.0.10
1581421196568097,7336CEF1C1FE3682DEA10049,3,-62.5,865.7,192.168.0.10
1581421198551861,3005FB63AC1F3681EC8814C1,2,-62,865.7,192.168.0.10
1581421198565163,3005FB63AC1F3681EC8805A9,2,-62,865.7,192.168.0.10
1581421198601730,3005FB63AC1F3681EC8814C1,2,-62,865.7,192.168.0.10
1581421198611448,3005FB63AC1F3681EC8805A9,2,-61,865.7,192.168.0.10
1581421201957054,3005FB63AC1F3681EC880468,3,-62.5,865.7,192.168.0.10
1581421201968381,3005FB63AC1F3681EC8811B0,3,-64.5,865.7,192.168.0.10
1581421202001635,3005FB63AC1F3681EC8811B0,3,-64.5,865.7,192.168.0.10
1581421202011336,3005FB63AC1F3681EC880468,3,-62.5,865.7,192.168.0.10
1581421202242323,3005FB63AC1F3681EC8815B9,3,-61.5,865.7,192.168.0.10
1581421202269527,3005FB63AC1F3681EC8815B9,3,-62,865.7,192.168.0.10
