1581420721110193,1532FB63AC1F3681EC88046837,1,-63.5,0
1581420721150785,1532FB63AC1F3681EC88046837,1,-63.5,0
1581420722468484,3005FB63AC1F3681EC88149C37,3,-65.0,0
1581420722609949,2005FB63EAC13681E4EC0FD237,1,-60.5,0
1581420722642026,2005FB63EAC13681E4EC0FD237,1,-60.5,0
1581420722882737,2005FB63EAC13681E4EC0FD237,1,-59.0,0
1581420722926542,2005FB63EAC13681E4EC0FD237,1,-60.0,0
1581420723173116,1007CEA7AC1F3681EAC5106D37,1,-62.5,0
1581420723215714,1007CEA7AC1F3681EAC5106D37,1,-62.5,0
1581420723233557,1532FB63AC1F3681EC88046837,2,-58.0,0
1581420723249485,90134BC1F1CE3781AEA1000B37,2,-63.0,0
1581420723272272,1532FB63AC1F3681EC88046837,2,-59.0,0
1581420723289781,90134BC1F1CE3781AEA1000B37,2,-63.5,0
1581420723325025,1532FB63AC1F3681EC88046837,3,-60.0,0
1581420723345609,90134BC1F1CE3781AEA1000B37,3,-65.5,0
1581420723362325,1532FB63AC1F3681EC88046837,3,-59.5,0
1581420723375467,3005FB63AC1F3681EC88149C37,3,-64.0,0
1581420723381109,90134BC1F1CE3781AEA1000B37,3,-66.5,0
1581420723471052,3005FB63AC1F3681EC8814A837,1,-59.0,0
1581420723472167,3005FB63AC1F3681EC8812DB37,1,-60.5,0
1581420723475852,E2806890000000001834499437,1,-70.5,0
1581420723482496,2005FB63AC1F3681AB1004E337,1,-63.0,0
1581420723483833,E28068900000000018342CA337,1,-65.5,0
1581420723486532,1007CEA7AC1F3681EAC5106D37,1,-58.0,0
1581420723508510,3005FB63AC1F3681EC88149C37,1,-65.5,0
1581420723518187,2005FB63EAC13681E4EC0FEC37,1,-63.5,0
1581420723535104,1007CEA7AC1F3681EAC5106D37,1,-58.5,0
1581420723542525,3005FB63AC1F3681EC88149C37,1,-64.0,0
1581420723544527,E28068900000000018342CA337,1,-65.0,0
1581420723546462,2005FB63AC1F3681AB1004E337,1,-61.5,0
1581420723547622,E2806890000000001834499437,1,-69.0,0
1581420723561777,3005FB63AC1F3681EC8812DB37,1,-61.0,0
1581420723590615,3005FB63AC1F3681EC8814A837,1,-60.0,0
1581420723614054,1532FB63AC1F3681EC88046837,2,-60.0,0
1581420723645758,1532FB63AC1F3681EC88046837,2,-59.5,0
1581420723720691,3005FB63AC1F3681EC8814A437,3,-61.5,0
1581420723730413,2005FB63AC1F3681AB1004E337,3,-63.0,0
1581420723771543,3005FB63AC1F3681EC8814A437,3,-62.0,0
1581420723857995,2005FB63EAC13681E5C6028D37,1,-60.5,0
1581420723860510,1532FB63AC1F3681EC88046837,1,-56.5,0
1581420723865187,1007CEA7AC1F3681EAC5106D37,1,-58.0,0
1581420723867976,2005FB63AC1F3681AB1005CE37,1,-63.0,0
1581420723872092,90134BC1F1CE3781AEA1000B37,1,-60.5,0
1581420723879143,3005FB63AC1F3681EC8812DB37,1,-58.5,0
1581420723880780,E28068900000000018342CA337,1,-64.0,0
1581420723889054,3005FB63AC1F3681EC88149C37,1,-65.0,0
1581420723892398,E28068900000000018342CA437,1,-69.0,0
1581420723903802,7336CEF1C1FE3682DEA1005C37,1,-63.0,0
1581420723913548,E2806890000000001834316B37,1,-67.5,0
1581420723924946,2005FB63EAC13681E4EC0FE937,1,-60.0,0
1581420723932895,1532FB63AC1F3681EC88046837,1,-55.5,0
1581420724045918,3005FB63AC1F3681EC8812DB37,1,-58.0,0
1581420724047048,2005FB63EAC13681E5C6028D37,1,-58.5,0
1581420724048143,3005FB63AC1F3681EC88149C37,1,-58.5,0
1581420724051659,1007CEA7AC1F3681EAC5106D37,1,-59.0,0
1581420724059926,90134BC1F1CE3781AEA1000B37,1,-60.0,0
1581420724064599,E28068900000000018342CA337,1,-64.5,0
1581420724067804,2005FB63AC1F3681AB1005CE37,1,-60.5,0
1581420724091155,3005FB63AC1F3681EC8814A837,1,-60.5,0
1581420724104423,E2806890000000001834316B37,1,-67.0,0
1581420724123160,90134BC1F1CE3781AEA1000B37,2,-60.5,0
1581420724127349,1532FB63AC1F3681EC88046837,2,-58.5,0
1581420724158873,3005FB63AC1F3681EC8813AD37,2,-62.5,0
1581420724179706,1532FB63AC1F3681EC88046837,2,-58.0,0
1581420724182245,90134BC1F1CE3781AEA1000B37,2,-60.0,0
1581420724203117,7336CEF1C1FE3682DEA1005C37,2,-64.0,0
1581420724234000,1532FB63AC1F3681EC88046837,3,-60.5,0
1581420724255701,90134BC1F1CE3781AEA1000B37,3,-67.0,0
1581420724276899,1532FB63AC1F3681EC88046837,3,-60.5,0
1581420724379215,1532FB63AC1F3681EC88046837,1,-59.0,0
1581420724380597,3005FB63AC1F3681EC88149C37,1,-57.5,0
1581420724390697,3005FB63AC1F3681EC8814A837,1,-59.0,0
