2005FB63AC1F3681AB1004E3,23,-63.5,-54.0,-57.869565217391305,1581077923625197,1581078110317635,186692438,-0.035231777874360194,17,0,0,6
2005FB63AC1F3681AB1005CE,3,-59.5,-59.5,-59.5,1581078867184388,1581078867438942,254554,-0.0,0,0,3,0
2005FB63EAC13681E4EC0F4B,15,-59.5,-53.0,-55.86666666666667,1581077924990626,1581078866430572,941439946,-0.03718481253194006,2,0,5,8
2005FB63EAC13681E4EC0F4C,6,-59.0,-54.0,-56.333333333333336,1581078109144061,1581078110547067,1403006,-0.032274296197147084,0,0,6,0
2005FB63EAC13681E4EC0F4F,24,-59.0,-51.5,-55.9375,1581077924700389,1581078865816082,941115693,-0.034935934833195584,0,12,10,2
2005FB63EAC13681E4EC0F50,13,-57.0,-51.5,-54.96153846153846,1581077925575635,1581078110914887,185339252,-0.03486331338581148,0,5,8,0
2005FB63EAC13681E4EC0FEC,3,-57.5,-56.5,-57.0,1581077923904834,1581078110328937,186424103,-0.0071622507098923335,3,0,0,0
2005FB63EAC13681E5C6025A,2,-60.0,-59.5,-59.75,1581077926001996,1581077926058099,56103,-0.0041841004184100415,0,2,0,0
2005FB63EAC13681E5C6027B,31,-58.5,-50.0,-54.41935483870968,1581077924721276,1581078865887509,941166233,-0.04354123727336797,10,6,8,7
2005FB63EAC13681E5C6028D,2,-57.0,-57.0,-57.0,1581078109042871,1581078109070299,27428,-0.0,0,2,0,0
2005FB63EAC13681E5C602A1,14,-60.0,-54.0,-57.642857142857146,1581078865083337,1581078866373904,1290567,-0.03030240213293057,0,6,6,2
2005FB63EAC13681E5C602B6,5,-58.0,-54.5,-55.6,1581077925094151,1581077926013835,919684,-0.023724651004087983,0,5,0,0
245390003868,2,-61.0,-61.0,-61.0,1581078865253899,1581078865304882,50983,-0.0,0,0,2,0
30000000000000000001785A,103,-55.5,-53.0,-54.66019417475728,1581077743061749,1581077763141485,20079736,-0.008758479990010044,0,0,103,0
30000000000000000001785C,192,-55.0,-49.5,-51.447916666666664,1581078859339041,1581078870527860,11188819,-0.024816430103187594,0,19,89,84
3005FB63AC1F3681EC880468,43,-61.0,-53.0,-56.80232558139535,1581077924471187,1581078866787290,942316103,-0.034805225748957426,4,12,17,10
3005FB63AC1F3681EC881166,9,-59.0,-55.0,-57.55555555555556,1581078865091439,1581078866011667,920228,-0.022964048751680153,0,3,1,5
3005FB63AC1F3681EC8811B0,23,-59.0,-51.5,-56.23913043478261,1581078108282906,1581078866232816,757949910,-0.038429960638999824,12,3,0,8
3005FB63AC1F3681EC8812DB,13,-58.0,-54.5,-55.92307692307692,1581077924315687,1581078867708051,943392364,-0.02128719056470724,0,1,10,2
3005FB63AC1F3681EC881316,5,-59.0,-56.5,-57.9,1581078109240198,1581078865672998,756432800,-0.016745008143061586,0,0,1,4
3005FB63AC1F3681EC881317,18,-60.5,-54.0,-57.5,1581077925328871,1581078866352571,941023700,-0.03135261978664338,4,6,4,4
3005FB63AC1F3681EC881318,75,-60.0,-47.5,-54.24666666666667,1581077923757639,1581078866877940,943120301,-0.05841812625780038,4,33,31,7
3005FB63AC1F3681EC88131E,2,-57.5,-57.5,-57.5,1581078110111767,1581078110158677,46910,-0.0,0,0,2,0
3005FB63AC1F3681EC88132C,1,-59.5,-59.5,-59.5,1581078866341661,1581078866341661,0,-0.0,0,1,0,0
3005FB63AC1F3681EC881338,8,-55.5,-51.5,-52.875,1581077925119003,1581077926379799,1260796,-0.022050541496663866,0,8,0,0
3005FB63AC1F3681EC88134B,1,-57.5,-57.5,-57.5,1581078110431409,1581078110431409,0,-0.0,0,1,0,0
3005FB63AC1F3681EC8813AD,3,-59.0,-57.5,-58.166666666666664,1581078109343866,1581078865489092,756145226,-0.01072108133746115,3,0,0,0
3005FB63AC1F3681EC8813AE,1,-53.5,-53.5,-53.5,1581078865466315,1581078865466315,0,-0.0,1,0,0,0
3005FB63AC1F3681EC88141F,6,-54.0,-53.0,-53.666666666666664,1581077923956908,1581077924729207,772299,-0.006944310489129782,0,6,0,0
3005FB63AC1F3681EC881428,7,-57.5,-52.5,-54.857142857142854,1581077924711670,1581077926341987,1630317,-0.03570653437708878,0,7,0,0
3005FB63AC1F3681EC881448,11,-57.5,-49.5,-52.72727272727273,1581078109427996,1581078111391115,1963119,-0.055788585128839434,0,11,0,0
3005FB63AC1F3681EC881451,1,-57.0,-57.0,-57.0,1581078110692344,1581078110692344,0,-0.0,1,0,0,0
3005FB63AC1F3681EC881458,2,-60.5,-57.0,-58.75,1581078108963521,1581078110682610,1719089,-0.029787234042553193,2,0,0,0
3005FB63AC1F3681EC881490,2,-55.5,-55.0,-55.25,1581078109968836,1581078110012036,43200,-0.004524886877828055,0,2,0,0
3005FB63AC1F3681EC88149C,9,-57.5,-52.5,-56.111111111111114,1581077923699431,1581078110126401,186426970,-0.02810904864668988,1,6,2,0
3005FB63AC1F3681EC8814A0,1,-58.5,-58.5,-58.5,1581077925018327,1581077925018327,0,-0.0,1,0,0,0
3005FB63AC1F3681EC8814A4,13,-57.5,-47.0,-51.03846153846154,1581077925348135,1581078867206890,941858755,-0.05731169055563389,0,2,10,1
3005FB63AC1F3681EC8814A8,14,-59.0,-55.0,-57.285714285714285,1581077923914377,1581078110347964,186433587,-0.019436979137306604,14,0,0,0
3005FB63AC1F3681EC8814B6,2,-54.0,-53.0,-53.5,1581077925564431,1581077925764242,199811,-0.009345794392523364,0,2,0,0
3005FB63AC1F3681EC881501,2,-57.5,-56.5,-57.0,1581078109375212,1581078109896165,520953,-0.008771929824561403,2,0,0,0
3005FB63AC1F3681EC88155C,2,-54.5,-54.5,-54.5,1581078865344962,1581078865406943,61981,-0.0,0,0,0,2
